rebalance_date,quarter_key,code,active_quarter_key,effective_data_flag,rebalance_stock_pool_flag,liquidity_top_80_flag,market_cap_top_80_flag,avg_traded_amount_lookback,avg_traded_volume_lookback,market_cap,circulating_market_cap,y_quarter_avg_daily_return_close,y_quarter_end_date,y_year_avg_daily_return_close,y_year_end_date,income__operating_revenue,income__interest_income,income__interest_expense,income__commission_income,income__commission_expense,income__investment_income,income__operating_profit,income__total_profit,income__income_tax_expense,income__net_profit,income__np_parent_company_owners,income__minority_profit,cash_flow__cash_and_equivalents_at_end,cash_flow__cash_equivalent_increase,cash_flow__cash_equivalents_at_beginning,cash_flow__invest_cash_paid,cash_flow__net_invest_cash_flow,cash_flow__net_operate_cash_flow,cash_flow__staff_behalf_paid,cash_flow__subtotal_invest_cash_inflow,cash_flow__subtotal_invest_cash_outflow,cash_flow__subtotal_operate_cash_inflow,cash_flow__subtotal_operate_cash_outflow,cash_flow__net_finance_cash_flow,cash_flow__interest_and_commission_cashin,cash_flow__invest_withdrawal_cash,cash_flow__subtotal_finance_cash_outflow,cash_flow__fix_intan_other_asset_acqui_cash,cash_flow__net_loan_and_advance_increase,cash_flow__tax_payments,cash_flow__invest_proceeds,cash_flow__exchange_rate_change_effect,indicator__eps,indicator__adjusted_profit,indicator__operating_profit,indicator__value_change_profit,indicator__roe,indicator__inc_return,indicator__roa,indicator__net_profit_margin,indicator__expense_to_total_revenue,indicator__operation_profit_to_total_revenue,indicator__net_profit_to_total_revenue,indicator__ocf_to_revenue,indicator__inc_total_revenue_annual,indicator__inc_revenue_annual,indicator__inc_operation_profit_annual,indicator__inc_net_profit_annual,indicator__inc_net_profit_to_shareholders_annual,balance__cash_equivalents,balance__deferred_tax_assets,balance__lend_capital,balance__paidin_capital,balance__retained_profit,balance__total_assets,balance__total_liability,balance__total_owner_equities,balance__capital_reserve_fund,balance__equities_parent_company_owners,balance__ordinary_risk_reserve_fund,balance__surplus_reserve_fund,balance__taxs_payable,balance__salaries_payable,bank_indicator__Nonperforming_loan_rate,bank_indicator__Nonperforming_loan_rate__source_year,bank_indicator__capital_adequacy_ratio,bank_indicator__capital_adequacy_ratio__source_year,bank_indicator__core_level_capital_adequacy_ratio,bank_indicator__core_level_capital_adequacy_ratio__source_year,bank_indicator__cost_to_income_ratio,bank_indicator__cost_to_income_ratio__source_year,bank_indicator__deposit_loan_ratio,bank_indicator__deposit_loan_ratio__source_year,bank_indicator__net_interest_margin,bank_indicator__net_interest_margin__source_year,bank_indicator__non_interest_income_ratio,bank_indicator__non_interest_income_ratio__source_year,bank_indicator__non_performing_loan_provision_coverage,bank_indicator__non_performing_loan_provision_coverage__source_year,bank_indicator__total_deposit,bank_indicator__total_deposit__source_year,bank_indicator__total_loan,bank_indicator__total_loan__source_year,bank_indicator__weighted_risky_asset,bank_indicator__weighted_risky_asset__source_year,derived__log_total_assets,derived__staff_cash_to_operating_revenue,derived__investment_income_to_operating_revenue
2024-04-30,2024q1,001227.XSHE,2024q1,1,0,0,0,96959492.764500,42944104.350000,145.2403,70.5929,0.0003097305,2024-10-31,0.0000260039,2026-04-30,1972917652.61,4481348251.26,2824583851.51,119795902.84,24156945.84,254791772.65,620822433.89,621789729.37,61763795.65,560025933.72,545701195.21,14324738.51,5782717194.92,128440142.16,5654277052.76,2560000000.0,1534952587.94,-1393541124.73,463321246.45,4096444549.09,2561491961.15,15605373940.35,16998915065.08,-12937521.43,4427497845.55,3983355907.85,12937521.43,1491961.15,10675369716.59,253370155.2,6546718.72,-33799.62,0.0958,540721000.0,620822433.89,209664095.2,1.63,1.62,0.12,28.39,68.53,31.47,28.39,-70.63,11.17,11.17,132.0,43.82,42.37,29104525322.75,3178477407.42,35878223181.0,5695697168.0,8540526430.7,462822780175.32,428620608865.56,34202171309.76,5558141637.62,33862876252.35,5857760258.5,2056639522.61,242472667.34,75238482.06,1.73,2023,11.12,2023,8.41,2023,30.42,2023,74.15,2023,1.46,2023,25.9418,2023,197.51,2023,328582018447.47,2023,245176519235.71,2023,333230857000.0,2023,26.8606100536,0.2348406411,0.1291446566
2024-04-30,2024q1,002958.XSHE,2024q1,1,0,0,0,123443494.815500,48291928.550000,157.7795,139.9095,0.0007081237,2024-10-31,0.0003962951,2026-04-30,3026912000.0,4017920000.0,2266304000.0,341033000.0,32593000.0,533441000.0,1136069000.0,1133790000.0,52484000.0,1081306000.0,1094399000.0,-13093000.0,14847069000.0,682639000.0,14164430000.0,35042666000.0,2349418000.0,4737050000.0,671354000.0,37409936000.0,35060518000.0,19016015000.0,14278965000.0,-6398699000.0,3656761000.0,35845313000.0,30221792000.0,17852000.0,5757913000.0,292133000.0,1556562000.0,-5130000.0,0.1969999999999999,1065839000.0,1136069000.0,915136000.0,2.83,2.76,0.23,35.72,62.47,37.53,35.72,156.5,44.47,44.47,222.49,330.28,328.85,29995817000.0,5103616000.0,9877105000.0,5555617000.0,12318022000.0,473858062000.0,433744997000.0,40113065000.0,3818204000.0,39187184000.0,6298121000.0,4878480000.0,406771000.0,1751521000.0,1.81,2023,13.21,2023,9.91,2023,31.7,2023,85.7499,2023,1.76,2023,28.7625,2023,237.96,2023,298361728000.0,2023,255844853000.0,2023,322506380000.0,2023,26.8841736665,0.2217950175,0.1762327415
2024-04-30,2024q1,600908.XSHG,2021q2,1,0,0,0,109750474.338000,23270979.450000,117.4155,102.1981,0.0009402020,2024-10-31,0.0004132897,2026-04-30,1090307000.0,1940994000.0,1073303000.0,92952000.0,12070000.0,125731000.0,489631000.0,486865000.0,47895000.0,438970000.0,420291000.0,18679000.0,434953000.0,434953000.0,0.0,23993973000.0,603401000.0,-984522000.0,132178000.0,24621213000.0,24017812000.0,6820819000.0,7805341000.0,820666000.0,2052989000.0,24519831000.0,1959099000.0,23839000.0,4972323000.0,211572000.0,101382000.0,-4592000.0,0.2258,421620000.0,348074000.0,139344000.0,2.82,2.83,0.23,40.26,55.09,44.91,40.26,-90.3,-0.76,-0.76,18.72,19.43,15.87,14590716000.0,1183565000.0,375064000.0,1861671000.0,1940254000.0,197491298000.0,182008958000.0,15482340000.0,1085240000.0,15367682000.0,2314862000.0,5614999000.0,224906000.0,37655000.0,0.79,2023,14.41,2023,11.27,2023,32.19,2023,73.68,2023,1.64,2023,14.825,2023,522.57,2023,199841882000.0,2023,143037532000.0,2023,160510868000.0,2023,26.0089603596,0.1212300756,0.1153170621
2024-04-30,2024q1,600926.XSHG,2017q4,1,1,1,1,384195775.001000,36187517.400000,765.0069,691.7942,0.0010687227,2024-10-31,0.0009311395,2026-04-30,3913681000.0,8566092000.0,5489017000.0,508958000.0,57153000.0,548937000.0,768285000.0,771240000.0,-113386000.0,884626000.0,884626000.0,,-32632041000.0,-32632041000.0,0.0,1995446569000.0,-60012894000.0,5627061000.0,608934000.0,623045401000.0,683058295000.0,19185907000.0,13558846000.0,21816826000.0,6130624000.0,,70977413000.0,76330000.0,5030671000.0,415055000.0,2635318000.0,-63034000.0,0.2414,882214000.0,385359000.0,364758000.0,1.9005,1.8953,0.1085,22.6034,80.3692,19.6308,22.6034,143.7792,7.9588,7.9588,-40.1464,-22.0333,-22.0333,93042240000.0,3381133000.0,8400814000.0,3664429000.0,14571921000.0,833338728000.0,781507770000.0,51830958000.0,10332639000.0,51830958000.0,10580594000.0,3415363000.0,1445669000.0,1547938000.0,0.76,2023,12.51,2023,8.16,2023,29.4,2023,75.67,2023,1.5,2023,33.08,2023,561.42,2023,1058307919000.0,2023,807095572000.0,2023,1151800565000.0,2023,27.4487060327,0.1555911174,0.1402610484
2024-04-30,2024q1,601077.XSHG,2021q2,1,1,1,1,370054363.335000,93497544.650000,526.9648,409.9938,0.0021572110,2024-10-31,0.0013515111,2026-04-30,7685446000.0,12898436000.0,6321659000.0,704411000.0,28541000.0,174330000.0,2966175000.0,2965009000.0,448067000.0,2516942000.0,2484901000.0,32041000.0,2057663000.0,2057663000.0,0.0,80243420000.0,-17404636000.0,-6858831000.0,1310579000.0,62883130000.0,80287766000.0,23616752000.0,30475583000.0,26314378000.0,9375467000.0,58558170000.0,71290531000.0,44346000.0,24433669000.0,2409554000.0,4356308000.0,6752000.0,0.2188,2442700000.0,2650274000.0,306374000.0,2.57,2.53,0.21,32.75,61.41,38.59,32.75,-89.24,2.65,2.65,-26.74,-23.75,-23.5,85030240000.0,8464465000.0,103955705000.0,11357000000.0,37537540000.0,1223779311000.0,1125741097000.0,98038214000.0,20338389000.0,96550101000.0,15824313000.0,12069842000.0,1550917000.0,4455126000.0,1.19,2023,15.99,2023,13.53,2023,33.94,2023,75.51,2023,1.73,2023,15.9634,2023,366.7,2023,896202230000.0,2023,676710639000.0,2023,860884930000.0,2023,27.8329649823,0.1705273838,0.0226831338
2024-04-30,2024q1,601166.XSHG,2024q1,1,1,1,1,1252797872.330500,92625475.450000,3500.4692,3500.4692,0.0013393801,2024-10-31,0.0004999150,2026-04-30,57751000000.0,88642000000.0,51400000000.0,7528000000.0,1330000000.0,13741000000.0,27484000000.0,27531000000.0,3242000000.0,24289000000.0,24336000000.0,-47000000.0,717670000000.0,186393000000.0,531277000000.0,767542000000.0,152202000000.0,-12252000000.0,10755000000.0,920371000000.0,768169000000.0,452176000000.0,464428000000.0,46479000000.0,79205000000.0,886403000000.0,265602000000.0,627000000.0,97525000000.0,7326000000.0,33956000000.0,-36000000.0,1.1714,24183000000.0,27484000000.0,14061000000.0,3.01,2.99,0.24,42.06,52.41,47.59,42.06,-21.22,16.59,16.59,144.45,95.28,100.28,624166000000.0,59159000000.0,450961000000.0,20774000000.0,503822000000.0,10257255000000.0,9424077000000.0,833178000000.0,74759000000.0,821728000000.0,120322000000.0,10684000000.0,8381000000.0,31618000000.0,1.07,2023,14.13,2023,9.76,2023,29.97,2023,104.6745,2023,1.93,2023,30.5116,2023,245.21,2023,5217064000000.0,2023,5460935000000.0,2023,7312326000000.0,2023,29.9590063760,0.1862305415,0.2379352738
2024-04-30,2024q1,601229.XSHG,2021q2,1,1,1,1,251860580.886500,43178465.850000,1037.087,1010.8763,0.0012020112,2024-10-31,0.0009344584,2026-04-30,13882984000.0,22775254000.0,13018765000.0,2452007000.0,118853000.0,1916010000.0,7402685000.0,7413796000.0,679642000.0,6734154000.0,6724391000.0,9763000.0,8434921000.0,8434921000.0,0.0,223462140000.0,-37780212000.0,49539707000.0,1102495000.0,185796484000.0,223576696000.0,97685414000.0,48145707000.0,-3082263000.0,20083084000.0,177712800000.0,250885300000.0,114556000.0,38561861000.0,2003869000.0,8116840000.0,-242311000.0,0.4733,6700999000.0,7402685000.0,1757247000.0,3.44,3.43,0.26,48.51,46.68,53.32,48.51,356.84,0.44,0.44,20.89,21.05,21.08,183164418000.0,17530823000.0,185995142000.0,14206529000.0,54382787000.0,2628363420000.0,2431555944000.0,196807476000.0,22052934000.0,196261792000.0,34609793000.0,48407423000.0,3257180000.0,4573219000.0,1.21,2023,13.38,2023,9.53,2023,24.61,2023,81.17,2023,1.34,2023,30.46,2023,272.66,2023,1640078145000.0,2023,1377034923000.0,2023,2237643138000.0,2023,28.5973824947,0.0794134028,0.1380113958
2024-04-30,2024q1,601328.XSHG,2021q2,1,1,1,1,786825410.643500,132736782.000000,5109.2756,2700.4594,0.0009352029,2024-10-31,0.0003371435,2026-04-30,65551000000.0,93581000000.0,53648000000.0,13527000000.0,1095000000.0,5621000000.0,21634000000.0,21622000000.0,1061000000.0,20561000000.0,20073000000.0,488000000.0,18452000000.0,18452000000.0,0.0,349937000000.0,-30096000000.0,-30377000000.0,6439000000.0,324087000000.0,354183000000.0,286090000000.0,316467000000.0,81539000000.0,86445000000.0,298248000000.0,7947000000.0,4246000000.0,200594000000.0,9329000000.0,25512000000.0,-2614000000.0,0.2703,19822000000.0,9517000000.0,4884000000.0,2.21,2.19,0.18,31.37,67.0,33.0,31.37,-46.34,-4.09,-4.09,-13.02,-7.85,-8.53,990246000000.0,29119000000.0,399499000000.0,74263000000.0,217357000000.0,11413960000000.0,10478045000000.0,935915000000.0,111428000000.0,923608000000.0,129878000000.0,219461000000.0,8625000000.0,6640000000.0,1.33,2023,15.27,2023,10.23,2023,30.04,2023,93.0521,2023,1.28,2023,36.2864,2023,195.21,2023,8551215000000.0,2023,7957085000000.0,2023,8850786000000.0,2023,30.0658582836,0.0982288600,0.0857500267
2024-04-30,2024q1,601528.XSHG,2021q4,1,0,0,0,77740669.685500,17455011.900000,101.2475,40.783,0.0004802629,2024-10-31,0.0002775809,2026-04-30,865242000.0,1497248000.0,712893000.0,35726000.0,61540000.0,79926000.0,407752000.0,402290000.0,2761000.0,399529000.0,383646000.0,15883000.0,576285000.0,576285000.0,0.0,2069328000.0,1000657000.0,4847311000.0,142584000.0,3175764000.0,2175107000.0,5990216000.0,1142905000.0,-5258068000.0,1540597000.0,3065665000.0,8961515000.0,105779000.0,-697128000.0,95763000.0,108797000.0,-13615000.0,0.2542,380112000.0,407752000.0,91907000.0,2.87,2.84,0.29,46.18,52.87,47.13,46.18,560.23,-4.18,-4.18,4.22,8.7,4.19,14784113000.0,636192000.0,1002652000.0,1509355000.0,4304068000.0,136867516000.0,123051420000.0,13816096000.0,1335638000.0,13573301000.0,3374993000.0,2987065000.0,112165000.0,194169000.0,0.97,2023,13.88,2023,12.68,2023,34.7,2023,75.22,2023,1.73,2023,19.7112,2023,304.12,2023,147230225000.0,2023,113382140000.0,2023,131904816000.0,2023,25.6422792584,0.1647908909,0.0923741566
2024-04-30,2024q1,601577.XSHG,2021q2,1,1,1,1,161077381.117500,22557206.650000,328.1588,328.0807,0.0008982170,2024-10-31,0.0007433754,2026-04-30,5548037000.0,8215427000.0,4122307000.0,411425000.0,109538000.0,654236000.0,2407031000.0,2389780000.0,445514000.0,1944266000.0,1869565000.0,74701000.0,4057889000.0,4057890000.0,-1000.0,64361661000.0,-5467121000.0,19647321000.0,772366000.0,59009409000.0,64476530000.0,36692836000.0,17045515000.0,-10098268000.0,5998522000.0,56036248000.0,54715141000.0,114869000.0,15016006000.0,1164189000.0,2341225000.0,-24042000.0,0.4649,1572223000.0,1254891000.0,738264000.0,3.59,3.02,0.26,35.04,56.61,43.39,35.04,354.13,15.35,15.35,18.67,18.2,16.05,58923977000.0,3550892000.0,2938409000.0,4021554000.0,20890114000.0,759219743000.0,705347298000.0,53872445000.0,11178024000.0,52405156000.0,8229286000.0,2021865000.0,1129543000.0,695472000.0,1.15,2023,13.04,2023,9.59,2023,27.95,2023,67.79,2023,2.31,2023,19.2518,2023,314.21,2023,658856634000.0,2023,488391053000.0,2023,628324950000.0,2023,27.3555570889,0.1392142843,0.1179220687
2024-04-30,2024q1,601665.XSHG,2024q1,1,1,1,1,151078112.907500,37154800.600000,230.6276,122.7692,0.0017122618,2024-10-31,0.0009894022,2026-04-30,3022280000.0,5176909000.0,2961092000.0,384652000.0,28021000.0,307841000.0,1216456000.0,1215677000.0,36442000.0,1179235000.0,1177668000.0,1567000.0,22571546000.0,-4822379000.0,27393925000.0,41317000000.0,-7827035000.0,-1498385000.0,453952000.0,33524993000.0,41352028000.0,23737940000.0,25236325000.0,4509613000.0,5364690000.0,33406151000.0,12144668000.0,35028000.0,17629729000.0,415750000.0,118842000.0,-6572000.0,0.2436,1152816000.0,1216456000.0,413014000.0,2.77,2.71,0.19,39.02,59.75,40.25,39.02,-49.58,5.88,5.88,-8.59,-9.35,-9.17,35612105000.0,3844258000.0,1634268000.0,4834959000.0,10113245000.0,624846988000.0,581020343000.0,43826645000.0,9469668000.0,43555935000.0,7154649000.0,2694295000.0,561022000.0,1312595000.0,1.26,2023,15.38,2023,10.16,2023,26.42,2023,75.41,2023,1.74,2023,25.7242,2023,303.58,2023,398077423000.0,2023,300193113000.0,2023,333757084000.0,2023,27.1607726375,0.1502018344,0.1018572071
2024-04-30,2024q1,601963.XSHG,2024q1,1,0,0,1,66289825.400000,9976130.250000,260.2448,97.1134,0.0016117960,2024-10-31,0.0010629476,2026-04-30,3400912000.0,7057913000.0,4603171000.0,294937000.0,71323000.0,807171000.0,1873920000.0,1872966000.0,253928000.0,1619038000.0,1542084000.0,76954000.0,12747581000.0,-6554848000.0,19302429000.0,7475583000.0,22293332000.0,-19281439000.0,851323000.0,29943772000.0,7650440000.0,26930046000.0,46211485000.0,-9576375000.0,5583394000.0,27392609000.0,34042100000.0,174857000.0,15248423000.0,462659000.0,2538315000.0,9634000.0,0.4438,1529006000.0,1873920000.0,697143000.0,2.66,2.64,0.21,47.61,44.9,55.1,47.61,-566.95,14.74,14.74,77.2,121.79,133.82,38532589000.0,4284967000.0,10528932000.0,3474564000.0,25304289000.0,780803934000.0,719423393000.0,61380541000.0,7734993000.0,58921894000.0,7879269000.0,4848740000.0,603444000.0,489175000.0,1.34,2023,13.37,2023,9.78,2023,27.23,2023,94.73,2023,1.52,2023,20.92,2023,234.18,2023,414812696000.0,2023,390200397000.0,2023,521578017000.0,2023,27.3835899105,0.2503219725,0.2373395724
2024-04-30,2024q1,601997.XSHG,2021q2,1,1,1,1,204827682.751000,43080498.750000,206.2096,201.2931,0.0010531062,2024-10-31,0.0004209785,2026-04-30,3731569000.0,7221154000.0,3981070000.0,225213000.0,96792000.0,297721000.0,1476330000.0,1476347000.0,94965000.0,1381382000.0,1350070000.0,31312000.0,-3683250000.0,-3683250000.0,0.0,159364435000.0,8991977000.0,-16927205000.0,498586000.0,168432145000.0,159440168000.0,-845554000.0,16081651000.0,4251616000.0,4911608000.0,165015568000.0,34304563000.0,75733000.0,8590585000.0,817008000.0,3389274000.0,362000.0,0.3693,1348531000.0,1476330000.0,357671000.0,2.88,2.87,0.23,37.02,60.44,39.56,37.02,-453.62,5.47,5.47,-18.46,-15.25,-14.1,55557266000.0,4158818000.0,0.0,3656198000.0,22593008000.0,596816871000.0,545846397000.0,50970474000.0,7999184000.0,49373035000.0,6901288000.0,3568496000.0,640690000.0,1166943000.0,1.59,2023,15.03,2023,11.84,2023,26.97,2023,80.97,2023,2.11,2023,10.0688,2023,244.5,2023,400219873000.0,2023,324040615000.0,2023,482981995000.0,2023,27.1148761545,0.1336129655,0.0797844017
2024-10-31,2024q3,000001.XSHE,2024q3,1,1,1,1,3001383532.209000,277008480.700000,2208.3935,2208.3593,-0.0003235574,2025-04-30,,,34450000000.0,49174000000.0,25724000000.0,6617000000.0,903000000.0,6133000000.0,15782000000.0,15767000000.0,1917000000.0,13850000000.0,13850000000.0,,-15473000000.0,-15473000000.0,0.0,207940000000.0,-38632000000.0,23436000000.0,4166000000.0,169798000000.0,208430000000.0,29763000000.0,6327000000.0,1349000000.0,53251000000.0,161457000000.0,58747000000.0,490000000.0,-7284000000.0,4402000000.0,8235000000.0,-1626000000.0,0.7137,13868000000.0,15782000000.0,5195000000.0,2.85,2.85,0.24,40.2,54.19,45.81,40.2,68.03,-10.2,-10.2,16.62,26.52,26.52,404880000000.0,41065000000.0,271428000000.0,19406000000.0,239899000000.0,5745988000000.0,5255519000000.0,490469000000.0,80715000000.0,490469000000.0,68133000000.0,10781000000.0,5175000000.0,15790000000.0,1.06,2023,13.43,2023,9.22,2023,27.9,2023,98.5317,2023,2.38,2023,28.36,2023,277.63,2023,3458287000000.0,2023,3407509000000.0,2023,4174044000000.0,2023,29.3795229881,0.1209288824,0.1780261248
2024-10-31,2024q3,001227.XSHE,2024q3,1,0,1,0,347307583.100500,146531142.200000,141.8229,68.9262,-0.0004721475,2025-04-30,,,2057716427.4099994,3906473593.9300003,2659241110.3599997,82657496.69,34403278.95,518769320.05999994,631451116.71,630802841.0500001,68404324.06,562398516.99,551169312.83,11229204.160000004,1383361851.6799994,1383361851.68,0.0,4445900000.0,1463556067.0900002,486539060.43999994,531543218.84000003,5965443730.379999,4501887663.290001,6864382166.989998,6377843106.549999,-565300883.7199998,6000201675.900002,5830000000.000002,565300883.72,55987663.29,2246357380.1099997,521795208.4599999,166570992.34,-1432392.1300000001,0.0968,407887687.42,631451116.71,766105272.85,1.61,1.19,0.12,27.33,69.31,30.69,27.33,23.64,1.77,1.77,71.64,36.93,38.57,33913622654.69,3329495145.33,37200276592.1,5695697168.0,8919869098.39,480978546672.21,446276129388.72,34702417283.49,5558141637.62,34368906132.53,5857760258.5,2056639522.61,360082010.61,91010500.84,1.73,2023,11.12,2023,8.41,2023,30.42,2023,74.15,2023,1.46,2023,25.9418,2023,197.51,2023,328582018447.47,2023,245176519235.71,2023,333230857000.0,2023,26.8990885045,0.2583170410,0.2521092378
2024-10-31,2024q3,002142.XSHE,2024q3,1,1,1,1,1334446502.995000,54619562.600000,1686.5571,1666.127,-0.0004040914,2025-04-30,,,16316000000.0,26209000000.0,14046000000.0,1488000000.0,435000000.0,2590000000.0,8023000000.0,7986000000.0,907000000.0,7079000000.0,7058000000.0,21000000.0,-14816000000.0,-14816000000.0,0.0,633494000000.0,-6002000000.0,-6907000000.0,2725000000.0,628243000000.0,634245000000.0,79440000000.0,86347000000.0,-1807000000.0,21420000000.0,622112000000.0,165573000000.0,751000000.0,49149000000.0,1698000000.0,6094000000.0,-100000000.0,1.0688,7072000000.0,8023000000.0,2992000000.0,3.2,3.21,0.23,43.39,50.83,49.17,43.39,-42.33,-3.62,-3.62,3.59,6.31,6.36,167798000000.0,3843000000.0,25358000000.0,6604000000.0,99406000000.0,3067666000000.0,2844406000000.0,223260000000.0,37611000000.0,222181000000.0,28658000000.0,14705000000.0,1614000000.0,2588000000.0,0.76,2023,15.01,2023,9.64,2023,38.99,2023,78.98,2023,1.88,2023,33.58,2023,461.04,2023,1588536000000.0,2023,1252718000000.0,2023,1811196000000.0,2023,28.7519381278,0.1670139740,0.1587398872
2024-10-31,2024q3,600036.XSHG,2024q3,1,1,1,1,4197419819.333500,117017196.350000,9422.1343,7706.9736,0.0006711696,2025-04-30,,,79764000000.0,93557000000.0,40708000000.0,19621000000.0,2247000000.0,5163000000.0,44516000000.0,44433000000.0,5773000000.0,38660000000.0,38441000000.0,219000000.0,34559000000.0,34559000000.0,0.0,149496000000.0,-66483000000.0,179053000000.0,11596000000.0,90467000000.0,156950000000.0,295834000000.0,116781000000.0,-76237000000.0,69952000000.0,60878000000.0,99414000000.0,7480000000.0,-9263000000.0,12225000000.0,20953000000.0,-1774000000.0,1.5242,38379000000.0,44516000000.0,6005000000.0,3.4,3.39,0.33,48.47,44.19,55.81,48.47,224.48,-7.82,-7.82,0.08,4.66,4.84,781281000000.0,89148000000.0,354682000000.0,25220000000.0,630050000000.0,11654763000000.0,10495128000000.0,1159635000000.0,65432000000.0,1152527000000.0,141272000000.0,108737000000.0,14782000000.0,36142000000.0,0.95,2023,17.88,2023,13.73,2023,32.96,2023,79.8101,2023,2.15,2023,36.6988,2023,437.7,2023,8155438000000.0,2023,6508865000000.0,2023,6608021000000.0,2023,30.0867360536,0.1453788677,0.0647284489
2024-10-31,2024q3,600926.XSHG,2017q4,1,1,1,1,671403766.874000,51473350.200000,830.2793,760.5142,0.0007277967,2025-04-30,,,3913681000.0,8566092000.0,5489017000.0,508958000.0,57153000.0,548937000.0,768285000.0,771240000.0,-113386000.0,884626000.0,884626000.0,,-32632041000.0,-32632041000.0,0.0,1995446569000.0,-60012894000.0,5627061000.0,608934000.0,623045401000.0,683058295000.0,19185907000.0,13558846000.0,21816826000.0,6130624000.0,,70977413000.0,76330000.0,5030671000.0,415055000.0,2635318000.0,-63034000.0,0.2414,882214000.0,385359000.0,364758000.0,1.9005,1.8953,0.1085,22.6034,80.3692,19.6308,22.6034,143.7792,7.9588,7.9588,-40.1464,-22.0333,-22.0333,93042240000.0,3381133000.0,8400814000.0,3664429000.0,14571921000.0,833338728000.0,781507770000.0,51830958000.0,10332639000.0,51830958000.0,10580594000.0,3415363000.0,1445669000.0,1547938000.0,0.76,2023,12.51,2023,8.16,2023,29.4,2023,75.67,2023,1.5,2023,33.08,2023,561.42,2023,1058307919000.0,2023,807095572000.0,2023,1151800565000.0,2023,27.4487060327,0.1555911174,0.1402610484
2024-10-31,2024q3,601077.XSHG,2021q2,1,1,1,1,855559660.074000,165622508.850000,632.5849,492.2599,0.0018792142,2025-04-30,,,7685446000.0,12898436000.0,6321659000.0,704411000.0,28541000.0,174330000.0,2966175000.0,2965009000.0,448067000.0,2516942000.0,2484901000.0,32041000.0,2057663000.0,2057663000.0,0.0,80243420000.0,-17404636000.0,-6858831000.0,1310579000.0,62883130000.0,80287766000.0,23616752000.0,30475583000.0,26314378000.0,9375467000.0,58558170000.0,71290531000.0,44346000.0,24433669000.0,2409554000.0,4356308000.0,6752000.0,0.2188,2442700000.0,2650274000.0,306374000.0,2.57,2.53,0.21,32.75,61.41,38.59,32.75,-89.24,2.65,2.65,-26.74,-23.75,-23.5,85030240000.0,8464465000.0,103955705000.0,11357000000.0,37537540000.0,1223779311000.0,1125741097000.0,98038214000.0,20338389000.0,96550101000.0,15824313000.0,12069842000.0,1550917000.0,4455126000.0,1.19,2023,15.99,2023,13.53,2023,33.94,2023,75.51,2023,1.73,2023,15.9634,2023,366.7,2023,896202230000.0,2023,676710639000.0,2023,860884930000.0,2023,27.8329649823,0.1705273838,0.0226831338
2024-10-31,2024q3,601577.XSHG,2021q2,1,0,0,1,325947737.447500,41754215.600000,342.6364,342.5622,0.0004582751,2025-04-30,,,5548037000.0,8215427000.0,4122307000.0,411425000.0,109538000.0,654236000.0,2407031000.0,2389780000.0,445514000.0,1944266000.0,1869565000.0,74701000.0,4057889000.0,4057890000.0,-1000.0,64361661000.0,-5467121000.0,19647321000.0,772366000.0,59009409000.0,64476530000.0,36692836000.0,17045515000.0,-10098268000.0,5998522000.0,56036248000.0,54715141000.0,114869000.0,15016006000.0,1164189000.0,2341225000.0,-24042000.0,0.4649,1572223000.0,1254891000.0,738264000.0,3.59,3.02,0.26,35.04,56.61,43.39,35.04,354.13,15.35,15.35,18.67,18.2,16.05,58923977000.0,3550892000.0,2938409000.0,4021554000.0,20890114000.0,759219743000.0,705347298000.0,53872445000.0,11178024000.0,52405156000.0,8229286000.0,2021865000.0,1129543000.0,695472000.0,1.15,2023,13.04,2023,9.59,2023,27.95,2023,67.79,2023,2.31,2023,19.2518,2023,314.21,2023,658856634000.0,2023,488391053000.0,2023,628324950000.0,2023,27.3555570889,0.1392142843,0.1179220687
2024-10-31,2024q3,601916.XSHG,2021q2,1,1,1,1,569267976.025500,204942251.600000,779.9957,611.862,0.0004616866,2025-04-30,,,12901000000.0,22844000000.0,12534000000.0,1129000000.0,164000000.0,1599000000.0,2311000000.0,2330000000.0,-1000000.0,2331000000.0,2275000000.0,56000000.0,27449000000.0,27449000000.0,0.0,458796000000.0,-22349000000.0,44628000000.0,1614000000.0,436608000000.0,458957000000.0,45161000000.0,533000000.0,5700000000.0,22037000000.0,431213000000.0,106567000000.0,161000000.0,,2977000000.0,5405000000.0,-530000000.0,0.107,2253000000.0,729000000.0,1556000000.0,1.7,1.69,0.11,18.07,82.09,17.91,18.07,345.93,-0.78,-0.78,-60.19,-49.95,-50.28,169271000000.0,16480000000.0,44271000000.0,21269000000.0,32396000000.0,2154397000000.0,2019280000000.0,135117000000.0,32018000000.0,133024000000.0,23680000000.0,8499000000.0,5996000000.0,4233000000.0,1.44,2023,12.19,2023,8.22,2023,29.96,2023,87.74,2023,2.01,2023,25.3924,2023,182.6,2023,1868659000000.0,2023,1708474000000.0,2023,1943402000000.0,2023,28.3985319859,0.1251065809,0.1239438803
